end_station_name,member_casual,end_lat,end_lng,total_trips
"Public Rack - Sawyer Ave & Chicago Ave",casual,41.900001525878906,-87.70999908447266,2
"Public Rack - Sawyer Ave & Chicago Ave",member,41.900001525878906,-87.70999908447266,1
"Public Rack - Sawyer Ave & Lawrence Ave",casual,41.970001220703125,-87.70999908447266,25
"Public Rack - Sawyer Ave & Lawrence Ave",member,41.970001220703125,-87.70999908447266,12
"Public Rack - South Shore Dr & 71st St",casual,41.77000045776367,-87.55999755859375,12
"Public Rack - South Shore Dr & 71st St",member,41.77000045776367,-87.55999755859375,1
"Public Rack - Spaulding Ave & Bryn Mawr Ave",casual,41.97999954223633,-87.70999908447266,17
"Public Rack - Spaulding Ave & Bryn Mawr Ave",member,41.97999954223633,-87.70999908447266,9
"Public Rack - Spaulding Ave & Evergreen Ave",casual,41.90999984741211,-87.70999908447266,51
"Public Rack - Spaulding Ave & Evergreen Ave",member,41.90999984741211,-87.70999908447266,93
"Public Rack - Spaulding Ave & Foster Ave",casual,41.97999954223633,-87.70999908447266,21
"Public Rack - Spaulding Ave & Foster Ave",member,41.97999954223633,-87.70999908447266,7
"Public Rack - Spaulding Ave & North Ave",casual,41.90999984741211,-87.70999908447266,56
"Public Rack - Spaulding Ave & North Ave",member,41.90999984741211,-87.70999908447266,119
"Public Rack - Springfield Ave & 63rd St",casual,41.779998779296875,-87.72000122070312,1
"Public Rack - St Louis Ave & Berteau Ave",casual,41.959999084472656,-87.72000122070312,15
"Public Rack - St Louis Ave & Berteau Ave",member,41.959999084472656,-87.72000122070312,4
"Public Rack - St Louis Ave & Flournoy St",casual,41.869998931884766,-87.70999908447266,1
"Public Rack - St Louis Ave & Flournoy St",member,41.869998931884766,-87.70999908447266,1
"Public Rack - State ST & 42nd St",casual,41.81999969482422,-87.62999725341797,15
"Public Rack - State ST & 42nd St",member,41.81999969482422,-87.62999725341797,25
"Public Rack - Stewart Ave & 123rd St",casual,41.66999816894531,-87.62999725341797,2
"Public Rack - Stewart Ave & 123rd St",member,41.66999816894531,-87.62999725341797,3
"Public Rack - Stony Island & 87th St",casual,41.7400016784668,-87.58999633789062,5
"Public Rack - Stony Island & 87th St",member,41.7400016784668,-87.58999633789062,1
"Public Rack - Stony Island & 95th St",member,41.720001220703125,-87.58000183105469,1
"Public Rack - Talman Ave & Pershing Rd",casual,41.81999969482422,-87.69000244140625,1
"Public Rack - Throop St & 109th Pl",member,41.689998626708984,-87.6500015258789,3
"Public Rack - Tripp Ave & North Ave",casual,41.90999984741211,-87.7300033569336,4
"Public Rack - Tripp Ave & North Ave",member,41.90999984741211,-87.7300033569336,4
"Public Rack - Vincennes Ave & 77th St",casual,41.7599983215332,-87.55999755859375,1
"Public Rack - Vincennes Ave & 77th St",member,41.7599983215332,-87.55999755859375,2
"Public Rack - Vincennes Ave & 95th St",casual,41.720001220703125,-87.6500015258789,2
"Public Rack - Wabash Ave & 87th St",member,41.7400016784668,-87.62000274658203,1
"Public Rack - Walden Pkwy & 103rd St",casual,41.709999084472656,-87.66999816894531,2
"Public Rack - Walden Pkwy & 103rd St",member,41.709999084472656,-87.66999816894531,9
"Public Rack - Walden Pkwy & 99th St",casual,41.709999084472656,-87.66999816894531,2
"Public Rack - Wallace St & 119th St",casual,41.68000030517578,-87.63999938964844,2
"Public Rack - Waller Ave & Chicago Ave",casual,41.88999938964844,-87.7699966430664,1
"Public Rack - Washington Park Ct & 51st St",member,41.79999923706055,-87.62000274658203,1
"Public Rack - Washtenaw Ave & Devon Ave",casual,42,-87.69999694824219,49
"Public Rack - Washtenaw Ave & Devon Ave",member,42,-87.69999694824219,112
"Public Rack - Washtenaw Ave & Superior St",casual,41.88999938964844,-87.69866434733073,30
"Public Rack - Washtenaw Ave & Superior St",member,41.88999938964844,-87.69755384657118,45
"Public Rack - Wentworth Ave & 103rd St",member,41.709999084472656,-87.62999725341797,1
"Public Rack - Wentworth Ave & 79th St",member,41.75,-87.62999725341797,1
"Public Rack - West Chatham Park",member,41.75,-87.62999725341797,2
"Public Rack - Western Ave & 100th St",casual,41.709999084472656,-87.68000030517578,3
"Public Rack - Western Ave & 105th St",casual,41.70000076293945,-87.68000030517578,2
"Public Rack - Western Ave & 107th Pl",casual,41.70000076293945,-87.68000030517578,3
"Public Rack - Western Ave & 107th St",casual,41.70000076293945,-87.68000030517578,1
"Public Rack - Western Ave & 107th St",member,41.70000076293945,-87.68000030517578,1
"Public Rack - Western Ave & 110th St",casual,41.689998626708984,-87.68000030517578,3
"Public Rack - Western Ave & 110th St",member,41.689998626708984,-87.68000030517578,1
"Public Rack - Western Ave & 111th St - NW",casual,41.689998626708984,-87.68000030517578,1
"Public Rack - Western Ave & 116th St",member,41.68000030517578,-87.68000030517578,1
"Public Rack - Western Ave & 118th St",casual,41.68000030517578,-87.68000030517578,1
"Public Rack - Western Ave & 118th St",member,41.68000030517578,-87.68000030517578,1
"Public Rack - Western Ave & 47th Pl",casual,41.810001373291016,-87.68000030517578,7
"Public Rack - Western Ave & 47th Pl",member,41.810001373291016,-87.68000030517578,3
"Public Rack - Western Ave & 79th St",casual,41.75,-87.68000030517578,1
"Public Rack - Western Ave & 92nd Pl",casual,41.72999954223633,-87.68000030517578,1
"Public Rack - Western Ave & 96th St",casual,41.720001220703125,-87.68000030517578,17
"Public Rack - Western Ave & 96th St",member,41.720001220703125,-87.68000030517578,5
"Public Rack - Western Ave & 98th St",casual,41.720001220703125,-87.68000030517578,2
"Public Rack - Western Ave & Devon Ave",casual,42,-87.69000244140625,31
"Public Rack - Western Ave & Devon Ave",member,42,-87.69000244140625,36
"Public Rack - Western Ave & Jarvis Ave",casual,42.02000045776367,-87.69000244140625,40
"Public Rack - Western Ave & Jarvis Ave",member,42.02000045776367,-87.69000244140625,36
"Public Rack - Western Blvd & 49th St",casual,41.79999923706055,-87.68000030517578,20
"Public Rack - Western Blvd & 49th St",member,41.79999923706055,-87.68000030517578,7
"Public Rack - Whipple St & 26th St",casual,41.84000015258789,-87.69999694824219,2
"Public Rack - Whipple St & 63rd St",casual,41.779998779296875,-87.69999694824219,1
"Public Rack - Wood St & 103rd St",casual,41.709999084472656,-87.66999816894531,1
"Public Rack - Wood St & 103rd St",member,41.709999084472656,-87.66999816894531,1
"Public Rack - Wood St & 47th St",casual,41.810001373291016,-87.66999816894531,3
"Public Rack - Wood St & 47th St",member,41.810001373291016,-87.66999816894531,5
"Public Rack - Woodlawn Ave & 63rd St - NE",casual,41.779998779296875,-87.5999984741211,5
"Public Rack - Woodlawn Ave & 63rd St - NE",member,41.779998779296875,-87.5999984741211,48
"Public Rack - Woodlawn Ave & 63rd St - SE",casual,41.779998779296875,-87.5999984741211,14
"Public Rack - Woodlawn Ave & 63rd St - SE",member,41.779998779296875,-87.5999984741211,8
"Public Rack - Woodlawn Ave & 63rd St N",casual,41.779998779296875,-87.5999984741211,16
"Public Rack - Woodlawn Ave & 63rd St N",member,41.779998779296875,-87.5999984741211,17
"Public Rack - Woodlawn Ave & 63rd St S",casual,41.779998779296875,-87.5999984741211,4
"Public Rack - Woodlawn Ave & 63rd St S",member,41.779998779296875,-87.5999984741211,2
"Public Rack - Yates Ave & 100th St",casual,41.709999084472656,-87.55999755859375,1
"Public Rack - Zapata Academy",casual,41.84000015258789,-87.7300033569336,10
"Pulaski & 52nd",casual,41.79999923706055,-87.72000122070312,18
"Pulaski & 52nd",member,41.79999923706055,-87.72000122070312,2
"Pulaski & Ann Lurie Pl",casual,41.81999969482422,-87.72000122070312,31
"Pulaski & Ann Lurie Pl",member,41.81999969482422,-87.72000122070312,56
"Pulaski Rd & 21st St",casual,41.849998474121094,-87.72000122070312,115
"Pulaski Rd & 21st St",member,41.849998474121094,-87.72000122070312,104
"Pulaski Rd & 40th St",casual,41.81999969482422,-87.72000122070312,3
"Pulaski Rd & 41st",casual,41.81999969482422,-87.72000122070312,8
"Pulaski Rd & 41st",member,41.81999969482422,-87.72000122070312,1
"Pulaski Rd & 44th St",casual,41.810001373291016,-87.72000122070312,18
"Pulaski Rd & 44th St",member,41.810001373291016,-87.72000122070312,80
"Pulaski Rd & 51st Rd",casual,41.79999923706055,-87.72000122070312,6
"Pulaski Rd & 51st Rd",member,41.79999923706055,-87.72000122070312,9
"Pulaski Rd & 51st St",casual,41.79999923706055,-87.72000122070312,221
"Pulaski Rd & 51st St",member,41.79999923706055,-87.72000122070312,269
"Pulaski Rd & 60th St",casual,41.779998779296875,-87.72000122070312,48
"Pulaski Rd & 60th St",member,41.779998779296875,-87.72000122070312,14
"Pulaski Rd & Armitage Ave",casual,41.91999816894531,-87.7300033569336,14
"Pulaski Rd & Armitage Ave",member,41.91999816894531,-87.7300033569336,3
"Pulaski Rd & Congress Pkwy",casual,41.8743953704834,-87.72602757540616,88
"Pulaski Rd & Congress Pkwy",member,41.87439644045946,-87.72603253620427,41
"Pulaski Rd & Eddy St (Temp)",casual,41.94626249511385,-87.73102632116098,366
"Pulaski Rd & Eddy St (Temp)",member,41.946262465582954,-87.7310257866269,252
"Pulaski Rd & Fullerton Ave",casual,41.91999816894531,-87.7300033569336,17
"Pulaski Rd & Fullerton Ave",member,41.91999816894531,-87.7300033569336,12
"Pulaski Rd & Lake St",casual,41.88541030883789,-87.72649383544922,101
"Pulaski Rd & Lake St",member,41.885410640550695,-87.72650146484375,23
"Pullman - Planet Fitness",casual,41.70000076293945,-87.5999984741211,2
"Pullman - Ross Dress for Less",casual,41.70000076293945,-87.5999984741211,5
"Pullman - Walmart",casual,41.70000076293945,-87.5999984741211,5
"Pullman - Walmart",member,41.70000076293945,-87.5999984741211,16
"Pullman Community Center",casual,41.70000076293945,-87.58999633789062,3
"Racine Ave & 109th Pl",casual,41.689998626708984,-87.6500015258789,47
"Racine Ave & 109th Pl",member,41.689998626708984,-87.6500015258789,15
"Racine Ave & 13th St",casual,41.86505513733335,-87.65695910885273,431
"Racine Ave & 13th St",member,41.865055084228516,-87.65695942289108,482
"Racine Ave & 15th St",casual,41.86126964192995,-87.65662213446389,1136
"Racine Ave & 15th St",member,41.861268906366256,-87.6566228455697,1764
"Racine Ave & 18th St",casual,41.858166268163,-87.65649381958612,2424
"Racine Ave & 18th St",member,41.85816632674428,-87.65649270118399,4272
"Racine Ave & 35th St",casual,41.83068840212938,-87.65621170416111,410
"Racine Ave & 35th St",member,41.83068852804289,-87.65621160592144,741
"Racine Ave & 61st St",casual,41.78318786621094,-87.65437316894531,41
"Racine Ave & 61st St",member,41.78318786621094,-87.65437316894531,7
"Racine Ave & 65th St",casual,41.775394439697266,-87.65430450439453,45
"Racine Ave & 65th St",member,41.775394439697266,-87.65430450439453,9
"Racine Ave & 74th St",casual,41.7599983215332,-87.6500015258789,4
"Racine Ave & 74th St",member,41.7599983215332,-87.6500015258789,10
"Racine Ave & 76th",casual,41.7599983215332,-87.6500015258789,12
"Racine Ave & 76th",member,41.7599983215332,-87.6500015258789,1
"Racine Ave & Belmont Ave",casual,41.93974272217746,-87.65886684539716,5785
"Racine Ave & Belmont Ave",member,41.93974152060177,-87.65886676541463,7309
"Racine Ave & Congress Pkwy",casual,41.87464100754392,-87.65702791998606,1179
"Racine Ave & Congress Pkwy",member,41.87464139133664,-87.65702818539569,5345
"Racine Ave & Fullerton Ave",casual,41.92556358579808,-87.65840050049849,3588
"Racine Ave & Fullerton Ave",member,41.92556445974549,-87.65840016533096,8961
"Racine Ave & Fullerton Ave (Temp)",casual,41.925193786621094,-87.65725708007812,880
"Racine Ave & Fullerton Ave (Temp)",member,41.925193786621094,-87.65725708007812,2370
"Racine Ave & Garfield Blvd",casual,41.794227600097656,-87.65507507324219,139
"Racine Ave & Garfield Blvd",member,41.794227600097656,-87.65507507324219,59
"Racine Ave & Randolph St",casual,41.88406768931947,-87.65685305912596,1834
"Racine Ave & Randolph St",member,41.88406773504599,-87.65685309890034,3382
"Racine Ave & Washington Blvd",casual,41.88307199840304,-87.65695181737972,1580
"Racine Ave & Washington Blvd",member,41.88307237306214,-87.65694992762036,3439
"Racine Ave & Wrightwood Ave",casual,41.92888660865112,-87.65897379956675,3031
"Racine Ave & Wrightwood Ave",member,41.92888647994716,-87.65897386152666,4368
"Rainbow Beach",casual,41.757869720458984,-87.54938507080078,131
"Rainbow Beach",member,41.757869720458984,-87.54938507080078,84
"Ravenswood Ave & Berteau Ave",casual,41.957920178284354,-87.67356795434077,1286
"Ravenswood Ave & Berteau Ave",member,41.957920077488026,-87.6735686560078,2522
"Ravenswood Ave & Irving Park Rd",casual,41.954688776262834,-87.67392713400808,1895
"Ravenswood Ave & Irving Park Rd",member,41.95468817197531,-87.67392683893111,3422
"Ravenswood Ave & Lawrence Ave",casual,41.96908941966731,-87.67423992808273,4100
"Ravenswood Ave & Lawrence Ave",member,41.969089607953826,-87.67423991251032,9432
"Rhodes Ave & 32nd St",casual,41.836208974445995,-87.61353287058634,919
"Rhodes Ave & 32nd St",member,41.83621067744782,-87.613534651917,3483
"Rhodes Ave & 71st St",casual,41.76599884033203,-87.61172485351562,35
"Rhodes Ave & 71st St",member,41.76599884033203,-87.61172485351562,14
"Richmond St & 59th St",casual,41.790000915527344,-87.69999694824219,47
"Richmond St & 59th St",member,41.790000915527344,-87.69999694824219,10
"Richmond St & Diversey Ave",casual,41.93190380381729,-87.70119488671273,1297
"Richmond St & Diversey Ave",member,41.93190363493041,-87.70119491258427,1532
"Richmond St & Lincoln Ave",casual,41.9900016784668,-87.69999694824219,60
"Richmond St & Lincoln Ave",member,41.9900016784668,-87.69999694824219,52
"Ridge Blvd & Howard St",casual,42.0192756652832,-87.68451690673828,245
"Ridge Blvd & Howard St",member,42.019275830384,-87.68451669818991,439
"Ridge Blvd & Touhy Ave",casual,42.01213073730469,-87.68291473388672,306
"Ridge Blvd & Touhy Ave",member,42.01213097950769,-87.68291477425389,378
"Ritchie Ct & Banks St",casual,41.90686360021301,-87.62622214153113,4832
"Ritchie Ct & Banks St",member,41.90686306007052,-87.62622467440613,6797
"Robert Fulton Elementary School",casual,41.79999923706055,-87.66999816894531,40
"Rockwell & 111th St",casual,41.689998626708984,-87.69000244140625,9
"Rockwell Ave & Touhy Ave ",casual,42.0099983215332,-87.69999694824219,5
"Rockwell Ave & Touhy Ave ",member,42.0099983215332,-87.69999694824219,3
"Rockwell St & 57th St",casual,41.790000915527344,-87.69000244140625,92
"Rockwell St & 57th St",member,41.790000915527344,-87.69000244140625,17
"Rockwell St & 63rd St",casual,41.779998779296875,-87.69000244140625,24
"Rockwell St & 63rd St",member,41.779998779296875,-87.69000244140625,7
"Rockwell St & Archer Ave",casual,41.81999969482422,-87.69000244140625,131
"Rockwell St & Archer Ave",member,41.81999969482422,-87.69000244140625,73
"Rockwell St & Cermak Rd",casual,41.849998474121094,-87.69000244140625,180
"Rockwell St & Cermak Rd",member,41.849998474121094,-87.69000244140625,288
"Rockwell St & Eastwood Ave",casual,41.96590032395284,-87.69364168689509,942
"Rockwell St & Eastwood Ave",member,41.96589954931513,-87.69363917372927,2109
"Rockwell St & Fletcher St",casual,41.939998626708984,-87.69000244140625,580
"Rockwell St & Fletcher St",member,41.939998626708984,-87.69000244140625,501
"Roscoe & Harlem",casual,41.939998626708984,-87.80999755859375,26
"Roscoe & Harlem",member,41.939998626708984,-87.80999755859375,3
"Rush St & Cedar St",casual,41.902308470492144,-87.6276946752607,6810
"Rush St & Cedar St",member,41.902308016541895,-87.62769526855944,9251
"Rush St & Hubbard St",casual,41.89017489211434,-87.62618278707953,3469
"Rush St & Hubbard St",member,41.89017368037626,-87.62619204163911,5619
"Rush St & Superior St",casual,41.89576322571946,-87.62591087454646,5116
"Rush St & Superior St",member,41.89576141847889,-87.62591811546216,9271
"Rutherford Ave & Belmont Ave",casual,41.939998626708984,-87.79000091552734,3
"S Aberdeen St & W 106th St",casual,41.70000076293945,-87.6500015258789,1
"S Aberdeen St & W 106th St",member,41.70000076293945,-87.6500015258789,4
"S Michigan Ave & E 118th St",casual,41.68000030517578,-87.62000274658203,3
"S Wentworth Ave & W 111th St",casual,41.689998626708984,-87.62999725341797,5
"S Wentworth Ave & W 111th St",member,41.689998626708984,-87.62999725341797,2
"Sacramento Ave & 25th St",casual,41.849998474121094,-87.69999694824219,35
"Sacramento Ave & 25th St",member,41.849998474121094,-87.69999694824219,20
"Sacramento Ave & Devon Ave",casual,42,-87.69999694824219,6
"Sacramento Ave & Devon Ave",member,42,-87.69999694824219,3
"Sacramento Ave & Greenleaf Ave",casual,42.0099983215332,-87.69999694824219,7
"Sacramento Ave & Greenleaf Ave",member,42.0099983215332,-87.69999694824219,1
"Sacramento Ave & Pershing Rd",casual,41.81999969482422,-87.69999694824219,111
"Sacramento Ave & Pershing Rd",member,41.81999969482422,-87.69999694824219,45
"Sacramento Blvd & Addison St",casual,41.95000076293945,-87.69999694824219,293
"Sacramento Blvd & Addison St",member,41.95000076293945,-87.69999694824219,173
"Sacramento Blvd & Franklin Blvd",casual,41.89047065941063,-87.7026072837211,148
"Sacramento Blvd & Franklin Blvd",member,41.89046859741211,-87.70260620117188,254
"Sacramento Blvd & Fulton Ave",casual,41.88999938964844,-87.69999694824219,20
"Sacramento Blvd & Fulton Ave",member,41.88999938964844,-87.69999694824219,51
"Sacramento Blvd & Polk St",casual,41.869998931884766,-87.69999694824219,16
"Sacramento Blvd & Polk St",member,41.869998931884766,-87.69999694824219,52
"Sacramento Blvd & Washington Blvd",casual,41.880001068115234,-87.69999694824219,1
"Sacramento Blvd & Washington Blvd",member,41.880001068115234,-87.69999694824219,1
"Sangamon St & Lake St",casual,41.885780334472656,-87.6510238647461,3184
"Sangamon St & Lake St",member,41.885780334472656,-87.6510238647461,4408
"Sangamon St & Washington Blvd",casual,41.88316343955406,-87.65109989281008,2726
"Sangamon St & Washington Blvd",member,41.88317101365212,-87.65109877141231,5956
"Sawyer Ave & 111th St",casual,41.689998626708984,-87.69999694824219,1
"Sawyer Ave & 111th St",member,41.689998626708984,-87.69999694824219,3
"Sawyer Ave & Bryn Mawr Ave - SE",casual,41.97999954223633,-87.70999908447266,1
"Sawyer Ave & Bryn Mawr Ave - SE",member,41.97999954223633,-87.70999908447266,2
"Sawyer Ave & Irving Park Rd",casual,41.95358684784003,-87.70931201791657,453
"Sawyer Ave & Irving Park Rd",member,41.9535869858322,-87.70931238276304,543
"Sawyer Ave & Lawrence Ave",casual,41.970001220703125,-87.70999908447266,2
"Sawyer Ave & Lawrence Ave",member,41.970001220703125,-87.70999908447266,3
"Sayre & Diversey",casual,41.93000030517578,-87.80000305175781,130
"Sayre & Diversey",member,41.93000030517578,-87.80000305175781,70
"Sedgwick St & Huron St",casual,41.89466487816009,-87.63843336787235,2951
"Sedgwick St & Huron St",member,41.894664477222996,-87.63843272214424,6894
"Sedgwick St & North Ave",casual,41.91138448276413,-87.63867952838633,6042
"Sedgwick St & North Ave",member,41.91138417132378,-87.63867980936472,8906
"Sedgwick St & Schiller St",casual,41.90762727956767,-87.63856423463402,1887
"Sedgwick St & Schiller St",member,41.90762650971789,-87.63856361135615,2317
"Sedgwick St & Webster Ave",casual,41.92216844852154,-87.63888574746939,5200
"Sedgwick St & Webster Ave",member,41.92216543390657,-87.63888613086972,8162
"Seeley Ave & Garfield Blvd",casual,41.79408645629883,-87.67547607421875,125
"Seeley Ave & Garfield Blvd",member,41.79408645629883,-87.67547607421875,13
"Seeley Ave & Roscoe St",casual,41.943401196058794,-87.679618501291,2306
"Seeley Ave & Roscoe St",member,41.94340119506209,-87.67961858055511,3502
"Shabbona Park",casual,41.939998626708984,-87.80000305175781,73
"Shabbona Park",member,41.939998626708984,-87.80000305175781,19
"Shedd Aquarium",casual,41.86722582301929,-87.61535643428307,17985
"Shedd Aquarium",member,41.867215231771944,-87.61535171464216,5135
"Sheffield Ave & Fullerton Ave",casual,41.92560206462427,-87.65370906554547,7275
"Sheffield Ave & Fullerton Ave",member,41.92560193436923,-87.65370953832326,14271
"Sheffield Ave & Kingsbury St",casual,41.9105230809943,-87.65310705070361,4245
"Sheffield Ave & Kingsbury St",member,41.91052268940474,-87.65310696290813,8649
"Sheffield Ave & Waveland Ave",casual,41.94939682039239,-87.65452536236997,10831
"Sheffield Ave & Waveland Ave",member,41.949397375501626,-87.65452542837028,10522
"Sheffield Ave & Webster Ave",casual,41.921539784063576,-87.65381575333691,6512
"Sheffield Ave & Webster Ave",member,41.9215399422947,-87.65381583286452,9872
"Sheffield Ave & Wellington Ave",casual,41.936252847573954,-87.65266436751831,6589
"Sheffield Ave & Wellington Ave",member,41.936252918534414,-87.65266398259988,9897
"Sheffield Ave & Willow St",casual,41.9136888388956,-87.65285489295678,3746
"Sheffield Ave & Willow St",member,41.913688904825705,-87.65285480141455,7111
"Sheffield Ave & Wrightwood Ave",casual,41.928710870268624,-87.65383141524882,6979
"Sheffield Ave & Wrightwood Ave",member,41.92871082716984,-87.65383129450012,8955
"Sheridan Rd & Argyle St",casual,41.97328567504883,-87.6547622680664,1215
"Sheridan Rd & Argyle St",member,41.97325303043336,-87.65476074489136,1693
"Sheridan Rd & Buena Ave",casual,41.95849237466623,-87.65496825609442,2713
"Sheridan Rd & Buena Ave",member,41.958492394306425,-87.65496848423166,5726
"Sheridan Rd & Columbia Ave",casual,42.00458118188213,-87.66140781951168,1203
"Sheridan Rd & Columbia Ave",member,42.00458142772224,-87.66140823983942,2093
"Sheridan Rd & Greenleaf Ave",casual,42.01058566747451,-87.66241458317783,942
"Sheridan Rd & Greenleaf Ave",member,42.01058583435485,-87.6624145964207,1003
"Sheridan Rd & Irving Park Rd",casual,41.95424729687852,-87.65440333441894,5482
"Sheridan Rd & Irving Park Rd",member,41.95424648560531,-87.6544037637397,10671
"Sheridan Rd & Lawrence Ave",casual,41.96951678100264,-87.65469370421155,2273
"Sheridan Rd & Lawrence Ave",member,41.96951633312374,-87.65469268704831,3896
"Sheridan Rd & Loyola Ave",casual,42.00104523511142,-87.66120161408163,1893
"Sheridan Rd & Loyola Ave",member,42.00104594879342,-87.66120244150333,2389
"Sheridan Rd & Montrose Ave",casual,41.96166954643767,-87.65464005488136,4806
"Sheridan Rd & Montrose Ave",member,41.961669569397316,-87.65464024779969,8842
"Sheridan Rd & Noyes St (NU)",casual,42.05823881178425,-87.67742988812634,2226
"Sheridan Rd & Noyes St (NU)",member,42.05823890792395,-87.67742958834121,2941
"Shields Ave & 28th Pl",casual,41.84273029358919,-87.63549241940838,484
"Shields Ave & 28th Pl",member,41.8427315039759,-87.6354904137277,2033
"Shields Ave & 31st St",casual,41.838462829589844,-87.63540649414062,582
"Shields Ave & 31st St",member,41.838462775647,-87.63540636280152,3253
"Shields Ave & 43rd St",casual,41.816208002043936,-87.63481875163752,164
"Shields Ave & 43rd St",member,41.81620788574219,-87.63481903076172,82
"Shore Dr & 55th St",casual,41.795211871676976,-87.58071180555555,4500
"Shore Dr & 55th St",member,41.79521191564227,-87.58071185688571,6201
"Smith Park",casual,41.89204758204771,-87.68939923347159,801
"Smith Park",member,41.892046814619725,-87.68939727652226,1165
"South Chicago Ave & 83rd St",casual,41.743919372558594,-87.57522583007812,59
"South Chicago Ave & 83rd St",member,41.743919372558594,-87.57522583007812,15
"South Chicago Ave & Elliot Ave",casual,41.74736404418945,-87.58004760742188,17
"South Chicago Ave & Elliot Ave",member,41.74736404418945,-87.58004760742188,4
"South Shore Dr & 67th St",casual,41.77364353257783,-87.56751223194355,490
"South Shore Dr & 67th St",member,41.77364353119858,-87.56751284261388,508
"South Shore Dr & 71st St",casual,41.76641093186342,-87.56568922588299,549
"South Shore Dr & 71st St",member,41.76646207828148,-87.56571475197288,816
"South Shore Dr & 74th St",casual,41.762188414067175,-87.55927229155765,209
"South Shore Dr & 74th St",member,41.76218795776367,-87.55927276611328,248
"Southport Ave & Belmont Ave",casual,41.93947561798307,-87.66374794678805,4334
"Southport Ave & Belmont Ave",member,41.93947581836658,-87.66374973085973,6775
"Southport Ave & Clark St",casual,41.95708091772344,-87.66419983640242,1045
"Southport Ave & Clark St",member,41.95708121480168,-87.66419975177662,1776
"Southport Ave & Clybourn Ave",casual,41.920772489876455,-87.66371150610904,4021
"Southport Ave & Clybourn Ave",member,41.92077253381515,-87.66371162877692,6128
"Southport Ave & Irving Park Rd",casual,41.954177601302426,-87.66435957966193,2452
"Southport Ave & Irving Park Rd",member,41.95417776911533,-87.66435977589562,4936
"Southport Ave & Roscoe St",casual,41.94374070862929,-87.66401513417561,7680
"Southport Ave & Roscoe St",member,41.94374065661269,-87.66401659026107,11498
"Southport Ave & Waveland Ave",casual,41.94815052692009,-87.66394050989423,7039
"Southport Ave & Waveland Ave",member,41.94815047130449,-87.66394055146786,10525
"Southport Ave & Wellington Ave",casual,41.935740425952915,-87.66357753938232,4733
"Southport Ave & Wellington Ave",member,41.935741018332216,-87.66357767975295,7334
"Southport Ave & Wrightwood Ave",casual,41.92877205659652,-87.66390956929449,5408
"Southport Ave & Wrightwood Ave",member,41.92877236957918,-87.66390948340769,6122
"Spaulding Ave & 16th St",casual,41.86000061035156,-87.70999908447266,30
"Spaulding Ave & 16th St",member,41.86000061035156,-87.70999908447266,35
"Spaulding Ave & 63rd St",casual,41.779998779296875,-87.70999908447266,45
"Spaulding Ave & 63rd St",member,41.779998779296875,-87.70999908447266,44
"Spaulding Ave & Armitage Ave",casual,41.917106750163626,-87.7102203132413,2256
"Spaulding Ave & Armitage Ave",member,41.91710665728075,-87.71022031446523,2379
"Spaulding Ave & Bryn Mawr Ave",casual,41.97999954223633,-87.70999908447266,4
"Spaulding Ave & Bryn Mawr Ave",member,41.97999954223633,-87.70999908447266,5
"Spaulding Ave & Division St",casual,41.90270643906969,-87.70922060922963,964
"Spaulding Ave & Division St",member,41.90270631883774,-87.70922076921522,1304
"Spaulding Ave & Evergreen Ave",casual,41.90999984741211,-87.70999908447266,14
"Spaulding Ave & Evergreen Ave",member,41.90999984741211,-87.70999908447266,23
"Spaulding Ave & Foster Ave",casual,41.97999954223633,-87.70999908447266,1
"Spaulding Ave & Foster Ave",member,41.97999954223633,-87.70999908447266,1
"Spaulding Ave & North Ave",casual,41.90999984741211,-87.70999908447266,12
"Spaulding Ave & North Ave",member,41.90999984741211,-87.70999908447266,13
"Springfield Ave & 47th St",casual,41.810001373291016,-87.72000122070312,53
"Springfield Ave & 47th St",member,41.810001373291016,-87.72000122070312,11
"Springfield Ave & 63rd St",casual,41.779998779296875,-87.72000122070312,13
"Springfield Ave & 63rd St",member,41.779998779296875,-87.72000122070312,2
"St Louis Ave & 59th St",casual,41.790000915527344,-87.70999908447266,124
"St Louis Ave & 59th St",member,41.790000915527344,-87.70999908447266,20
"St Louis Ave & Berteau Ave",casual,41.959999084472656,-87.72000122070312,6
"St Louis Ave & Berteau Ave",member,41.959999084472656,-87.72000122070312,1
"St Louis Ave & Norman Bobbins Ave",casual,41.790000915527344,-87.70999908447266,75
"St Louis Ave & Norman Bobbins Ave",member,41.790000915527344,-87.70999908447266,24
"St. Clair St & Erie St",casual,41.89434439299733,-87.62279570618487,8274
"St. Clair St & Erie St",member,41.894343992230716,-87.62279905222913,15627
"St. Louis Ave & Balmoral Ave",casual,41.980391340989335,-87.71611764761118,325
"St. Louis Ave & Balmoral Ave",member,41.98039240438836,-87.71611789333093,443
"St. Louis Ave & Fullerton Ave",casual,41.92481616914859,-87.71449270127695,1422
"St. Louis Ave & Fullerton Ave",member,41.92481668754544,-87.71449253698101,1784
"State St & 123rd St",casual,41.67064473400377,-87.62259078352419,73
"State St & 123rd St",member,41.6706428527832,-87.62258911132812,4
"State St & 19th St",casual,41.8565945041006,-87.62754022881019,1167
"State St & 19th St",member,41.856593913601756,-87.62754034327874,1463
"State St & 29th St",casual,41.841705322265625,-87.62693786621094,288
"State St & 29th St",member,41.84170533112671,-87.62693789279419,861
